file,line,original,replacement,compiles,modifies,type,signature
./data/AbstractNaturalIdDataAccess.java,29,"""this.keysFactory = keysFactory;""","""this.keysFactory = keysFactory;""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,37,"""return keysFactory.createNaturalIdKey( naturalIdValues, persister, session );""","""return keysFactory.createNaturalIdKey( naturalIdValues, persister, session );""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,42,"""return keysFactory.getNaturalIdValues( cacheKey );""","""return keysFactory.getNaturalIdValues( cacheKey );""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,48,"""getStorageAccess().putIntoCache( key, value, session );""","""getStorageAccess().putIntoCache( key, value, session );""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,49,"""return true;""","""return true;""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,54,"""return false;""","""return false;""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,59,"""getStorageAccess().putIntoCache( key, value, session );""","""getStorageAccess().putIntoCache( key, value, session );""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,60,"""return true;""","""return true;""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,65,"""return false;""","""return false;""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,75,"""clearCache();""","""clearCache();""",True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AddExpression.java,49,"""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""","""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,49,"""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""","""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,49,"""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""","""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,49,"""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""","""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,49,"""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""","""if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,50,"""tString""","""tString""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,51,"""return;""","""return;""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,52,"""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""","""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,52,"""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""","""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,52,"""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""","""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,52,"""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""","""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,52,"""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""","""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,53,"""tString""","""tString""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,54,"""return;""","""return;""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,56,"""super.selectType(env, ctx, tm);""","""super.selectType(env, ctx, tm);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,61,"""return true;""","""return true;""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,68,"""return new IntExpression(where, a + b);""","""return new IntExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,68,"""return new IntExpression(where, a + b);""","""return new IntExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,68,"""return new IntExpression(where, a + b);""","""return new IntExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,68,"""return new IntExpression(where, a + b);""","""return new IntExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,71,"""return new LongExpression(where, a + b);""","""return new LongExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,71,"""return new LongExpression(where, a + b);""","""return new LongExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,71,"""return new LongExpression(where, a + b);""","""return new LongExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,71,"""return new LongExpression(where, a + b);""","""return new LongExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,74,"""return new FloatExpression(where, a + b);""","""return new FloatExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,74,"""return new FloatExpression(where, a + b);""","""return new FloatExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,74,"""return new FloatExpression(where, a + b);""","""return new FloatExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,74,"""return new FloatExpression(where, a + b);""","""return new FloatExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,77,"""return new DoubleExpression(where, a + b);""","""return new DoubleExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,77,"""return new DoubleExpression(where, a + b);""","""return new DoubleExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,77,"""return new DoubleExpression(where, a + b);""","""return new DoubleExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,77,"""return new DoubleExpression(where, a + b);""","""return new DoubleExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,80,"""return new StringExpression(where, a + b);""","""return new StringExpression(where, a + b);""",True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,90,<FAILED>,<FAILED>,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
