file,line,original,replacement,compiles,modifies,type,signature
./data/AbstractNaturalIdDataAccess.java,29,this.keysFactory = this.keysFactory;,this.keysFactory = keysFactor;,True,False,UNKNOWN,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,37,"keysFactory.createNaturalIdKey( naturalIdValues, persister, session )","keysFactory.createNaturalIdKey( naturalIdValues, session )",False,True,UNKNOWN,
./data/AbstractNaturalIdDataAccess.java,42,keysFactory.getNaturalIdValues,keysFactory.getNaturalIds,False,True,UNKNOWN,
./data/AbstractNaturalIdDataAccess.java,48,"getStorageAccess().putIntoCache( key, value, session )","getStorageAccess().putIntoCache( key, value )",False,True,UNKNOWN,
./data/AbstractNaturalIdDataAccess.java,49,false,true,True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,54,true,false,True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,59,"getStorageAccess().putIntoCache( key, value, session )","getStorageAccess().putIntoCache( key, value, null )",True,True,UNKNOWN,cd092a3022941b15c0c842b71b95473b
./data/AbstractNaturalIdDataAccess.java,60,true,false,True,True,VR,70243b9d5093f817d52963e349cd4917
./data/AbstractNaturalIdDataAccess.java,65,true,false,True,False,VR,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,75,clearCached();,clearCache(),True,False,UNKNOWN,62c4bf7465dee249ab00e56506a311b3
./data/AddExpression.java,49,left.type == Type.tString && !right.type.isType(TC_VOID),left.type == Type.tString && !right.type.isType(TC_VOID),True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,49,left.type == Type.tString,left.type.isType(Type.tString),False,True,UNKNOWN,
./data/AddExpression.java,49,left.type == Type.tString,left.type.isType(Type.tString),False,True,UNKNOWN,
./data/AddExpression.java,49,!right.type.isType(TC_VOID),right.type.isType(TC_VOID),True,True,OR,7ef1bef4451204285c781c46a25f3d43
./data/AddExpression.java,49,left.type == Type.tString,!left.type.isType(TC_STRING),False,True,UNKNOWN,
./data/AddExpression.java,50,Type.tString,Type.tLong,True,True,UNKNOWN,c5f799ea9845f83f44900ef90e52d9bf
./data/AddExpression.java,51,return;,return false;,False,True,UNKNOWN,
./data/AddExpression.java,52,"""}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {{""","""}} else if ((right.type == Type.tString) && left.type.isType(TC_VOID)) {{""",True,False,OR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,52,Type.tString,Type.tVoid,True,True,UNKNOWN,32fefe8a431355566ca4005d5a6005d2
./data/AddExpression.java,52,right.type == Type.tString,right.type.isType(TC_VOID),True,True,UNKNOWN,e3f309c571b1e1f91ae14adfe6262ddf
./data/AddExpression.java,52,right.type == Type.tString,right.type == Type.STRING,False,True,UNKNOWN,
./data/AddExpression.java,52,left.type.isType(TC_VOID),!left.type.isType(TC_VOID),True,True,OR,5a812141eaabe3011e4c87a854bad608
./data/AddExpression.java,53,Type.tString,Type.string,False,True,UNKNOWN,
./data/AddExpression.java,54,;,{},False,True,UNKNOWN,
./data/AddExpression.java,56,tm,"super.selectType(env, ctx, tm)",False,True,UNKNOWN,
./data/AddExpression.java,61,<FAILED>,<FAILED>,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,68,a + b,a - b,True,True,OR,c35e7e5a9946b9a114c1d5f33572aaad
./data/AddExpression.java,68,a + b,a,True,True,UNKNOWN,9cd80d7277ac9e3c3b7c1511d831f4d7
./data/AddExpression.java,68,a + b,a - b,True,True,OR,c35e7e5a9946b9a114c1d5f33572aaad
./data/AddExpression.java,68,"new IntExpression(where, a + b)","new IntExpression(where, b + a)",True,True,UNKNOWN,db69b7037ef1ee0d049859c8f2401e4a
./data/AddExpression.java,71,a + b,a,True,True,UNKNOWN,ff4412d931cd4edd8b8bb2707756fd71
./data/AddExpression.java,71,"new LongExpression(where, a + b)","new LongExpression(where, a - b)",True,True,OR,b972c31a53998b0db4da51430aa9d1b0
./data/AddExpression.java,71,"new LongExpression(where, a + b)","new LongExpression(where, a - b)",True,True,OR,b972c31a53998b0db4da51430aa9d1b0
