file,line,original,replacement,compiles,modifies,type,signature
./data/AbstractNaturalIdDataAccess.java,29,this.keysFactory,keysFactory,False,True,UNKNOWN,
./data/AbstractNaturalIdDataAccess.java,37,<FAILED>,<FAILED>,True,False,UNKNOWN,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,42,return keysFactory.getNaturalIdValues( cacheKey ),return keysFactory.getNaturalIdValues( cacheKey ),True,False,UNKNOWN,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,48,"getStorageAccess().putIntoCache(key,value,session)",getStorageAc,True,False,UNKNOWN,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,49,true,"""""",False,True,VR,
./data/AbstractNaturalIdDataAccess.java,54,return false,true,False,True,VR,
./data/AbstractNaturalIdDataAccess.java,59,"getStorageAccess().putIntoCache(key, value, session)",value,True,False,UNKNOWN,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,60,true,2>1,True,True,UNKNOWN,62c4bf7465dee249ab00e56506a311b3
./data/AbstractNaturalIdDataAccess.java,65,false,true,True,True,VR,a51af145a6a5b7550a7dba1726bb1edb
./data/AbstractNaturalIdDataAccess.java,75,clearCache(),cache.clear(),False,True,UNKNOWN,
./data/AddExpression.java,49,((left.type == Type.tString) && !right.type.isType(TC_VOID)),(right.type.isType(TC_VOID)),True,True,UNKNOWN,9f64526776a8a18f8c805a4e60333efd
./data/AddExpression.java,49,left.type == Type.tString,"unwrap(left,""left"").type == Type.tString",False,True,UNKNOWN,
./data/AddExpression.java,49,if (left.type == Type.tString) && !right.type.isType(TC_VOID)) {{,(left.type == Type.tString) && (!right.type.isType(TC_VOID)) {{,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,49,if ((left.type == Type.tString) && !right.type.isType(TC_VOID)) {{,},True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,49,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,50,type = Type.tString,"Preconditions.checkNotNull(type,""type"")",False,True,UNKNOWN,
./data/AddExpression.java,51,return,true,False,True,VR,
./data/AddExpression.java,52,right.type,right,False,True,UNKNOWN,
./data/AddExpression.java,52,right.type == Type.tString && !left.type.isType(TC_VOID),right.type == Type.tString || !left.type.isType(TC_VOID),True,False,OR,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,52,right.type == Type.tString,left.type.isType(TC_VOID),True,True,UNKNOWN,a44645211273bdf8f2b69cc1e1e9b504
./data/AddExpression.java,52,}} else if ((right.type == Type.tString) && !left.type.isType(TC_VOID)) {,} else if (((right.type == Type.tString) && !left.type.isType(TC_VOID)) || right.type.isType(TC_OBJECT)) {,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,52,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,53,Type.tString,Type.STRING,False,True,UNKNOWN,
./data/AddExpression.java,54,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,56,"super.selectType(env, ctx, tm)","ctx.selectType(env, tm)",False,True,UNKNOWN,
./data/AddExpression.java,61,return true,bool,False,True,UNKNOWN,
./data/AddExpression.java,68,"new IntExpression(where, a + b)",a+b,False,True,UNKNOWN,
./data/AddExpression.java,68,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,68,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,68,return a + b;,return,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,71,"new LongExpression(where, a + b)","LongExpression(where, a + b)",False,True,UNKNOWN,
./data/AddExpression.java,71,return a+b,"return new LongExpression(where, a+b)",True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,71,"new LongExpression(where, a + b)","LongExpression(where, a + b)",False,True,UNKNOWN,
./data/AddExpression.java,71,"new LongExpression(where, a + b)","where, a + b",False,True,UNKNOWN,
./data/AddExpression.java,74,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,74,"return new FloatExpression(where, a + b)",return a + b;,False,True,UNKNOWN,
./data/AddExpression.java,74,"new FloatExpression(where, a + b)","new FloatExpression(where, a - b)",True,True,OR,9bceea63802dade199241160afa3a638
./data/AddExpression.java,74,"new FloatExpression(where, a + b)",null,True,True,UNKNOWN,e8202a608aa492debde692fa3b5ecb1f
./data/AddExpression.java,77,"new DoubleExpression(where, a + b)",Expr,False,True,UNKNOWN,
./data/AddExpression.java,77,where,"new DoubleExpression(where, a + b)",False,True,UNKNOWN,
./data/AddExpression.java,77,"new DoubleExpression(where, a + b)","""("" + a + "" + "" + b + "")""",False,True,UNKNOWN,
./data/AddExpression.java,77,"new DoubleExpression(where, a + b)",Dekaf.wrap(a).add(b),False,True,UNKNOWN,
./data/AddExpression.java,80,where,where,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,90,type == Type.tString && isConstant(),has(ValueFlags.readOnlyFlag),False,True,UNKNOWN,
./data/AddExpression.java,90,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,90,if (type == Type.tString && isConstant()) {,if (type == Type.tString && isConstant() && getValue() != null) {,True,True,UNKNOWN,46e5f09b8d811eeeddc30746440709a1
./data/AddExpression.java,90,if (type == Type.tString && isConstant()),type == Type.tString,False,True,UNKNOWN,
./data/AddExpression.java,90,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,91,"StringBuffer buffer = inlineValueSB(env, ctx, new StringBuffer())","StringBuffer buffer = inlineValue(env, ctx, new StringBuilder())",False,True,UNKNOWN,
./data/AddExpression.java,92,if (buffer != null),if(buffer!=null) if (buffer != null) { { if(buffer!=null) { if (buffer!=null) {,False,True,UNKNOWN,
./data/AddExpression.java,94,"return new StringExpression(where,""name > company"")","return new StringExpression(where,""id = 1"")",True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,99,"super.inlineValue(env,ctx)","```""foo""```",True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,150,type,"Preconditions.checkNotNull(T,""Type"")",False,True,UNKNOWN,
./data/AddExpression.java,153,"super.inlineValueSB(env, ctx, buffer)","CALL_SUPER_METHOD(inlineValueSB(env, ctx, buffer))",False,True,UNKNOWN,
./data/AddExpression.java,156,"""left.inlineValueSB(env, ctx, buffer)""","left.inilneValueSB(env, ctx, buffer)",True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,157,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,158,"buffer = right.inlineValueSB(env,ctx,buffer)","buffer = right.inlineValueSB(null,ctx,buffer)",True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,160,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,167,!type.isType(TC_CLASS),(type.isType(TC_CLASS)),True,True,UNKNOWN,c7f115579f32479791ac725d0fde9081
./data/AddExpression.java,167,if (!type.isType(TC_CLASS)) {{,if (type.isType(TC_CLASS)) {{,True,False,OR,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,169,if (type.inMask(TM_INTEGER)) {{,if (type == Token.INT || type == Token.FLOAT) {,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,169,if (type.inMask(TM_INTEGER)) {{,if (type.inMask(TM_INTEGER)),True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,170,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,170,if (left.equals(0)){,if (left.equals(0)) {,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,170,left.equals(0),"left.equals(""0"")",True,True,VR,75e977cb954ba541fb53820e03a018cc
./data/AddExpression.java,170,if (left.equals(0)),if (left == 0),False,True,UNKNOWN,
./data/AddExpression.java,171,return right,return right + right,False,True,UNKNOWN,
./data/AddExpression.java,173,if (right.equals(0)) {,if (right==0) {,False,True,UNKNOWN,
./data/AddExpression.java,173,if(0.equals(right)),if(right.equals(0)),True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,173,if (right.equals(0)),if(right.equals(0)),True,True,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,173,{,if(right==0){,False,True,UNKNOWN,
./data/AddExpression.java,174,left,"Preconditions.checkNotNull(left,""left"")",False,True,UNKNOWN,
./data/AddExpression.java,177,else if (right.type.isType(TC_NULL)),left.equals(right),False,True,UNKNOWN,
./data/AddExpression.java,177,!(right.type.isType(TC_NULL)),"((right.type.isType(TC"".",True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,178,"right = new StringExpression(right.where, ""null"")","right=right.where+"" null""",False,True,UNKNOWN,
./data/AddExpression.java,179,else if (left.type.isType(TC_NULL)),else if (left==null),True,True,UNKNOWN,165c75c68456b6844d40e42a41f9aa63
./data/AddExpression.java,179,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,180,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,182,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,189,(type.isType(TC_CLASS) ? 12 : 1),2,True,True,VR,1c50ea97932a1294c1e1a2ec6bb440f0
./data/AddExpression.java,189,type.isType(TC_CLASS),(type.isType(TC_CLASS)),True,True,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,189,return (type.isType(TC_CLASS) ? 12 : 1),1,False,True,VR,
./data/AddExpression.java,189,(type.isType(TC_CLASS) ? 12 : 1),type.isType(TelegramChannelData.TelegramChannelType.CLASS.getCode()),False,True,UNKNOWN,
./data/AddExpression.java,189,"return Math.max(12,1)","return Math.min(12,1)",True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,189,12,type.hashCode(),True,True,UNKNOWN,853667cd739f871a12ff5483bd59e98e
./data/AddExpression.java,189,return type.isType(TC_CLASS) ? 12 : 1,return (type.isType(TC_CLASS) ? 12 : 1),True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,189,return (type.isType(TC_CLASS) ? 12 : 1),return 2;,False,True,UNKNOWN,
./data/AddExpression.java,189,return 12,return 1,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,189,"type.isType(TC_CLASS) ? ""type"" : ""one""",type.isType(TC_CLASS) ? 12 : 1,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,189,type,1,False,True,VR,
./data/AddExpression.java,189,return (type.isType(TC_CLASS) ? 12 : 1),return 12,True,True,VR,cad870d38f9fa90ebd8c6d9a64149065
./data/AddExpression.java,189,type.type == TC_CLASS ? 12 : 1,1,True,False,VR,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,189,12,1,True,True,VR,948dcbdd0b82f6fbafb2583413e3dcc4
./data/AddExpression.java,198,"asm.add(where, opc_iadd + type.getTypeCodeOffset())","asm.add(where, type.getTypeCodeOffset());",True,True,UNKNOWN,bf7e191f21d47a4dfd7d402282d8f288
./data/AddExpression.java,198,"asm.add(where, opc_iadd)","asm.add(where, opc_i2b)",True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,198,"asm.add(where, opc_iadd + type.getTypeCodeOffset())","where, opc_iadd + type.getTypeCodeOffset()",False,True,UNKNOWN,
./data/AddExpression.java,198,"asm.add(where, opc_iadd + type.getTypeCodeOffset())","asm.add(where, asm.addOpcode(opc_iadd))",False,True,UNKNOWN,
./data/AddExpression.java,198,where,"where,where",False,True,UNKNOWN,
./data/AddExpression.java,210,type.isType(TC_CLASS),"isSmartType(actionEventObject, TC_CLASS)",False,True,UNKNOWN,
./data/AddExpression.java,210,if (type.isType(TC_CLASS)) {{,if (type.tc_class) {{,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,211,"left.codeAppend(env, ctx, asm, sbClass, needBuffer)",false,False,True,VR,
./data/AddExpression.java,212,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,212,"right.codeAppend(env, ctx, asm, sbClass, false)","right.codeAppend(env, ctx, asm, bb, false)",False,True,UNKNOWN,
./data/AddExpression.java,214,"super.codeAppend(env, ctx, asm, sbClass, needBuffer)","super.codeAppend(env, ctx, asm, sbClass)",False,True,UNKNOWN,
./data/AddExpression.java,219,Type.TC_CLASS,null,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,219,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,222,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,222,""""".equals(left);",left.isEmpty(),True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,223,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,224,"right.ensureString(env, ctx, asm)","right.ensureString(env, ctx, stack)",False,True,UNKNOWN,
./data/AddExpression.java,225,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,227,"if (right.equals("""")) {",if (right.equals(BLANK)) {,False,True,UNKNOWN,
./data/AddExpression.java,227,"right.equals("""")","left.equals(""""))",False,True,UNKNOWN,
./data/AddExpression.java,228,"left.codeValue(env, ctx, asm)","right.codeValue(env,ctx,asm)",True,True,UNKNOWN,896ec8fa428c7419fd2d90f51fd7ecdc
./data/AddExpression.java,229,left,"left.ensureString(env, null, asm)",False,True,UNKNOWN,
./data/AddExpression.java,230,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,234,idJavaLangStringBuffer,"""java.lang.StringBuffer""",False,True,VR,
./data/AddExpression.java,235,ClassDefinition sourceClass = ctx.field.getClassDefinition(),JClassDeclaration sourceClass = (JClassDeclaration) ctx.field.node().item().parent().parent();,False,True,UNKNOWN,
./data/AddExpression.java,237,<FAILED>,<FAILED>,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,237,"codeAppend(env, ctx, asm, sbClass, true)","codeAppend(env, ctx, sbClass)",False,True,UNKNOWN,
./data/AddExpression.java,240,sbClass.getClassDefinition(env),sbClass,False,True,UNKNOWN,
./data/AddExpression.java,243,asm.add(),asm.addMethod(),True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/AddExpression.java,250,super.codeValue(ctx),null,True,False,UNKNOWN,e153b0864c3926f0a26506d3cd0b6870
./data/Appender.java,113,m_isReset,true,False,True,VR,
./data/Appender.java,113,m_isReset = true,isReset = true,False,True,UNKNOWN,
./data/Appender.java,114,m_completed = new HashMap<>(),"new HashMap<Step,Instances>()",True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,115,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,116,m_completeHeader = null,m_completeHeader = null;,True,True,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,117,"new HashMap<Step, ObjectOutputStream>()",Collections.synchronizedMap(new HashMap<>()),False,True,UNKNOWN,
./data/Appender.java,118,m_incrementalFiles(),m_incrementalFiles=,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,119,m_streamingCountDown = new AtomicInteger(,m_countDown = new AtomicInteger(,False,True,UNKNOWN,
./data/Appender.java,121,m_streamingData,m_streamingOutput,False,True,UNKNOWN,
./data/Appender.java,131,result.add,result.add(,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,132,numIncomingConnections(),numIncomingConnections,False,True,UNKNOWN,
